Nlihc_id,Status,Subsidized,Cat_Expiring,Cat_Failing_Insp,Proj_Name,Proj_Addre,Proj_City,Proj_ST,Proj_Zip,Proj_Units_Tot,Proj_Units_Assist_Min,Proj_Units_Assist_Max,Hud_Own_Effect_dt,Hud_Own_Name,Hud_Own_Type,Hud_Mgr_Name,Hud_Mgr_Type,Subsidy_Start_First,Subsidy_Start_Last,Subsidy_End_First,Subsidy_End_Last,Ward2012,PBCA,Anc2012,Psa2012,Geo2010,Cluster_tr2000,Cluster_tr2000_name,Zip,Proj_image_url,Proj_streetview_url,Proj_address_id,Proj_x,Proj_y,Proj_lat,Proj_lon,Bldg_count,Update_Dtm,Subsidy_info_source_property,contract_number,Nlihc_id,Category_Code,Cat_At_Risk,Cat_More_Info,Cat_Lost,Cat_Replaced
NL000290,Active,Yes,Yes,No,Tel Court Cooperative,34 O Street SW,Washington,DC,20024,56,56,56,01/31/1939,Tel Court Cooperative,Profit motivated,Vision Realty Management Company,Profit motivated,08/01/2008,08/01/2008,07/31/2019,07/31/2019,Ward 6,Yes,ANC 6D,PSA 105,Tract 64,Cluster 9,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",ZIP 20024,http://citizenatlas.dc.gov/mobilevideo/20040927/MR115301.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.87275187,-77.01118038&cbp=11,184.592882262506,,0,2.09",35450,399029.8,133880.57,38.87275187,-77.01118038,1,03FEB16:14:05:12,,DC390010006,NL000290,5 - Other Subsidized Property,No,No,No,No
NL000291,Active,No,No,No,Temple Courts,33 K Street NW,Washington,DC,20001,211,N,N,06/15/2007,Temple Courts / Northwest One Redevelopment Corpor,Non-profit,W. H. H. Trice & Co,Profit motivated,N,N,N,N,Ward 6,No,ANC 6E,PSA 103,Tract 47.01,Cluster 8,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",ZIP 20001,,"http://maps.google.com/maps?z=16&layer=c&cbll=38.90291892,-77.01041165&cbp=11,354.754632298705,,0,2.09",237134,399096.89,137229.34,38.90291892,-77.01041165,1,01MAR16:15:34:26,0000009216,,NL000291,1 - At-Risk or Flagged for Follow-up,Yes,No,No,No
NL000292,Active,Yes,Yes,No,Terrace Manor Apts,3347 23rd Street SE,Washington,DC,20020,60,60,60,,Hastings Development Corporation / Mark Kaufman,,,Individual,01/01/1993,01/01/1993,01/01/2023,01/01/2023,Ward 8,No,ANC 8E,PSA 704,Tract 74.03,Cluster 38,"Douglas, Shipley Terrace",ZIP 20020,,"http://maps.google.com/maps?z=16&layer=c&cbll=38.84867656,-76.97158304&cbp=11,251.168323553318,,0,2.09",146745,402466.77,131208.36,38.84867656,-76.97158304,1,03SEP15:17:34:41,,,NL000292,1 - At-Risk or Flagged for Follow-up,Yes,No,No,No
NL000293,Active,Yes,Yes,No,Terrific Inn,1222 T Street NW,Washington,DC,20009,14,14,14,09/28/1981,"Terrific, Inc.",Non-profit,"Terrific, Inc.",Non-profit,07/01/1985,09/07/2012,04/01/2022,09/06/2032,Ward 1,Yes,ANC 1B,PSA 305,Tract 44,Cluster 3,"Howard University, Le Droit Park, Cardozo/Shaw",ZIP 20009,http://citizenatlas.dc.gov/mobilevideo/20040818/QI124830.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.91530255,-77.02892456&cbp=11,178.603867569184,,0,2.09",240851,397491.51,138604.37,38.91530255,-77.02892456,1,03FEB16:14:05:12,,DC39T781002,NL000293,5 - Other Subsidized Property,No,No,No,No
NL000295,Active,Yes,Yes,No,The Covington Family Association Cooperative,1848 Columbia Road NW,Washington,DC,20009,21,21,21,,"Covington Family Association Cooperative, Inc.",Non-profit,Vision Realty Management Company,Profit motivated,07/19/1983,04/01/2004,04/01/2024,07/18/2024,Ward 1,Yes,ANC 1C,PSA 303,Tract 40.02,Cluster 1,"Kalorama Heights, Adams Morgan, Lanier Heights",ZIP 20009,http://citizenatlas.dc.gov/mobilevideo/20041010/OA101443.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.92135354,-77.04320296&cbp=11,102.275931693689,,0,2.09",235404,396253.53,139276.57,38.92135354,-77.04320296,1,03FEB16:14:05:12,,DC390012015,NL000295,1 - At-Risk or Flagged for Follow-up,Yes,No,No,No
NL000296,Active,Yes,Yes,No,The Gilbertson Haass House,1407 S Street NW,Washington,DC,20009,13,13,13,12/05/1997,The Hearth Foundation,Non-profit,Vision Realty Management Company,Profit motivated,03/01/1998,03/01/1998,02/28/2018,02/28/2018,Ward 2,No,ANC 2B,PSA 301,Tract 43,Cluster 3,"Howard University, Le Droit Park, Cardozo/Shaw",ZIP 20009,http://citizenatlas.dc.gov/mobilevideo/20040804/Q4073107.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.91425065,-77.03234466&cbp=11,342.562081683678,,0,2.09",239990,397182.17,138488.02,38.91425349,-77.03249098,1,03FEB16:14:05:12,,DC39Q933001,NL000296,5 - Other Subsidized Property,No,No,No,No
NL000297,Active,Yes,Yes,No,The Green Valley Apts,2412 Franklin Street NE,Washington,DC,20018,100,72,100,09/01/1973,Second New St. Paul Housing Inc.,Non-profit,Abel Bishop Clarke Realty,Profit motivated,09/01/1973,04/01/2007,03/31/2018,08/01/2023,Ward 5,Yes,ANC 5C,PSA 503,Tract 111,Cluster 22,"Brookland, Brentwood, Langdon",ZIP 20018,http://citizenatlas.dc.gov/mobilevideo/20040915/QF080526.jpg,,287033,402481.29,139818.28,38.92623792,-76.97138468,1,03FEB16:14:05:12,,DC39M000046,NL000297,5 - Other Subsidized Property,No,No,No,No
NL000298,Active,Yes,Yes,No,The Pentacle,1521 Benning Road NE,Washington,DC,20002,167,167,167,11/24/2008,Pentacle Limited Partnership,Limited dividend,Stoneridge II LP,Limited dividend,04/01/2008,04/01/2008,03/31/2029,03/31/2029,Ward 6,Yes,ANC 6A,PSA 507,Tract 79.01,Cluster 25,"NoMa, Union Station, Stanton Park, Kingman Park",ZIP 20002,,"http://maps.google.com/maps?z=16&layer=c&cbll=38.8994212,-76.98180866&cbp=11,281.164464200792,,0,2.09",295843,401578,136841.17,38.8994212,-76.98180866,1,01MAR16:15:34:26,,DC39M000058,NL000298,5 - Other Subsidized Property,No,No,No,No
NL000301,Active,Yes,Yes,No,Edgewood Terrace III (The View),635 Edgewood Street NE,Washington,DC,20017,200,200,200,11/05/2001,Edgewood Seniors Preservation Corp,Non-profit,Edgewood Management Corporation,Profit motivated,12/01/2002,08/01/2003,12/01/2012,01/01/2033,Ward 5,No,ANC 5E,PSA 502,Tract 92.04,Cluster 21,"Edgewood, Bloomingdale, Truxton Circle, Eckington",ZIP 20017,http://citizenatlas.dc.gov/mobilevideo/20040810/MA130437.jpg,,289573,400282.91,139511.68,38.92347943,-76.99673749,1,03FEB16:14:05:12,,DC39S981001,NL000301,2 - Expiring Subsidy,No,No,No,No
NL000302,Active,Yes,No,No,The Villager,3810 Southern Avenue SE,Washington,DC,20020,20,20,20,,Dcha,,,Individual,,,,,Ward 7,No,ANC 7B,PSA 606,Tract 76.03,Cluster 35,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",ZIP 20020,http://citizenatlas.dc.gov/mobilevideo/20041021/ML105755.jpg,,30453,404343.6,132675.41,38.8618851,-76.94995288,1,03SEP15:17:34:41,,,NL000302,5 - Other Subsidized Property,No,No,No,No
NL000303,Active,Yes,No,No,Williston Apts,222 W Street NW,Washington,DC,20001,30,34,34,,Williston Apts Ltd / DC Housing Enterprises,Non-profit,,Individual,,,,,Ward 1,No,ANC 1B,PSA 306,Tract 34,Cluster 3,"Howard University, Le Droit Park, Cardozo/Shaw",ZIP 20001,http://citizenatlas.dc.gov/mobilevideo/20040802/O2085412.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.9193519,-77.01563543&cbp=11,171.702278298073,,0,2.09",284293,398644.09,139053.6,38.9193519,-77.01563543,1,03SEP15:17:34:41,,,NL000303,5 - Other Subsidized Property,No,No,No,No
NL000304,Active,Yes,Yes,No,The Wingates Apts,4660 Martin Luther King Jr Avenue SW,Washington,DC,20032,717,717,717,,"Kreg, LLC",,,Individual,01/01/2006,01/01/2006,01/01/2036,01/01/2036,Ward 8,No,ANC 8D,PSA 708,Tract 109,Cluster 39,"Congress Heights, Bellevue, Washington Highlands",ZIP 20032,http://citizenatlas.dc.gov/mobilevideo/20041011/OB091623.jpg,,18525,399106.81,128300.07,38.82248036,-77.01028569,1,01MAR16:15:34:26,0000005028,,NL000304,5 - Other Subsidized Property,No,No,No,No
NL000305,Active,Yes,Yes,No,Tobias Henson Apts,1443 Savannah Street SE,Washington,DC,20032,64,64,64,,"Savannah Park Housing, Ltd / Leona Redmond",,,Individual,01/01/1996,01/01/1996,01/01/2026,01/01/2026,Ward 8,No,ANC 8E,PSA 705,Tract 73.04,Cluster 38,"Douglas, Shipley Terrace",ZIP 20032,http://citizenatlas.dc.gov/mobilevideo/20041018/MI084215.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.8442241,-76.98423162&cbp=11,177.552181842723,,0,2.09",63162,401368.88,130713.84,38.8442241,-76.98423162,1,03SEP15:17:34:41,,,NL000305,5 - Other Subsidized Property,No,No,No,No
NL000306,Active,Yes,Yes,No,Meadowbrook Run (Trenton Park),3649 6th Street SE,Washington,DC,20032,259,259,259,,Trenton Park Apartments Lp,,,Individual,01/25/2002,12/01/2002,12/01/2017,12/01/2042,Ward 8,No,ANC 8C,PSA 705,Tract 98.04,Cluster 39,"Congress Heights, Bellevue, Washington Highlands",ZIP 20032,,"http://maps.google.com/maps?z=16&layer=c&cbll=38.83768187,-76.99875961&cbp=11,319.455989187406,,0,2.09",295899,400107.69,129987.49,38.83768187,-76.99875961,1,03SEP15:17:34:41,,,NL000306,5 - Other Subsidized Property,No,No,No,No
NL000307,Inactive,No,No,No,Trenton Terrace,950 Mississippi Avenue SE,Washington,DC,20032,216,N,N,06/19/2001,"Cemi Trenton Terrace Assoc.,lp",Profit motivated,Crawford Edgewood Managers,Profit motivated,N,N,N,N,Ward 8,No,ANC 8C,PSA 705,Tract 73.04,Cluster 39,"Congress Heights, Bellevue, Washington Highlands",ZIP 20032,http://citizenatlas.dc.gov/mobilevideo/20041019/OJ134821.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.83921205,-76.99202237&cbp=11,331.173010946653,,0,2.09",82883,400692.6,130157.38,38.83921205,-76.99202237,1,03SEP15:17:34:41,,,NL000307,6 - Lost Rental,No,No,Yes,No
NL000309,Active,Yes,Yes,No,Trinity Towers,3023 14th Street NW,Washington,DC,20009,122,122,122,05/01/2002,"Trinity Tower Apartments, LP",Profit motivated,Edmondson & Gallagher,Profit motivated,11/08/2002,01/01/2004,03/01/2018,11/01/2038,Ward 1,Yes,ANC 1A,PSA 302,Tract 30,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",ZIP 20009,http://citizenatlas.dc.gov/mobilevideo/20040912/DC090841.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.92816837,-77.03221177&cbp=11,89.101620977335,,0,2.09",284554,397206.93,140032.68,38.92816837,-77.03221177,1,01MAR16:15:34:26,0000006425,DC39A001001,NL000309,5 - Other Subsidized Property,No,No,No,No
NL000310,Active,Yes,Yes,No,Tyler House,1200 North Capitol Street NW,Washington,DC,20002,284,284,284,12/29/1993,"Tyler House Associates 1995, LLC",Profit motivated,"SHNIR Apartment Management, Corp.",Profit motivated,01/01/1996,10/01/1996,01/01/2026,09/30/2031,Ward 6,Yes,ANC 6E,PSA 103,Tract 47.01,Cluster 8,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",ZIP 20002,http://citizenatlas.dc.gov/mobilevideo/20041003/Q3110440.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.90639569,-77.00943379&cbp=11,251.732570278501,,0,2.09",237128,399181.75,137615.28,38.90639569,-77.00943379,1,03FEB16:14:05:12,,DC39E000026,NL000310,1 - At-Risk or Flagged for Follow-up,Yes,No,No,No
NL000311,Active,Yes,Yes,No,Upshur House (Moore Tower),1301 Upshur Street NW,Washington,DC,20011,45,44,44,09/21/1998,N.B.C.-Usa Hsg. Inc.Twenty Seven,Non-profit,"Taliafaro, Inc.",Profit motivated,10/01/2000,10/01/2000,09/30/2020,09/30/2020,Ward 4,No,ANC 4C,PSA 404,Tract 25.01,Cluster 18,"Brightwood Park, Crestwood, Petworth",ZIP 20011,,"http://maps.google.com/maps?z=16&layer=c&cbll=38.94213745,-77.0302073&cbp=11,355.183407399727,,0,2.09",297752,397381.25,141583.31,38.94213745,-77.0302073,1,03FEB16:14:05:12,,DC39S931005,NL000311,5 - Other Subsidized Property,No,No,No,No
NL000312,Active,Yes,Yes,No,Urban Village,3403 16th Street NW,Washington,DC,20010,72,65,72,,Uv LP C/O Somerset Development 6 / James Campbell,,,Individual,07/31/2003,09/03/2003,09/03/2018,09/03/2043,Ward 1,No,ANC 1A,PSA 409,Tract 28.01,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",ZIP 20010,http://citizenatlas.dc.gov/mobilevideo/20040816/DG070427.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.93402004,-77.03605029&cbp=11,210.987197068434,,0,2.09",284657,396874.35,140682.39,38.93402004,-77.03605029,1,01MAR16:15:34:26,0000005031,,NL000312,5 - Other Subsidized Property,No,No,No,No
NL000315,Active,Yes,No,No,Village at Chesapeake,845 Chesapeake Street SE,Washington,DC,20032,180,180,180,,Vesta Corporation,,,Individual,12/01/2009,12/01/2009,12/01/1939,12/01/2039,Ward 8,No,ANC 8D,PSA 706,Tract 98.11,Cluster 39,"Congress Heights, Bellevue, Washington Highlands",ZIP 20032,,"http://maps.google.com/maps?z=16&layer=c&cbll=38.8288476,-76.9929565&cbp=11,172.75330572619,,0,2.09",298224,400611.59,129006.85,38.8288476,-76.9929565,1,03SEP15:17:34:41,,,NL000315,5 - Other Subsidized Property,No,No,No,No
NL000316,Active,Yes,Yes,No,W Street Apts,1737 W Street SE,Washington,DC,20020,18,18,18,12/20/2000,Wdc I Limited Partnership,Limited dividend,WR South LLC,Profit motivated,11/01/2002,11/01/2002,10/31/2022,10/31/2022,Ward 8,Yes,ANC 8A,PSA 701,Tract 75.04,Cluster 28,Historic Anacostia,ZIP 20020,http://citizenatlas.dc.gov/mobilevideo/20040824/DO105516.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.86247352,-76.97991013&cbp=11,221.667232529029,,0,2.09",150123,401743.59,132739.73,38.86247352,-76.97991013,1,03FEB16:14:05:12,,DC39L000004,NL000316,5 - Other Subsidized Property,No,No,No,No
NL000317,Active,Yes,No,No,Wade Apts,1249 Eaton Road SE,Washington,DC,20020,12,12,12,,Dcha,,,Individual,,,,,Ward 8,No,ANC 8C,PSA 703,Tract 74.01,Cluster 37,"Sheridan, Barry Farm, Buena Vista",ZIP 20020,http://citizenatlas.dc.gov/mobilevideo/20041011/MB100437.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.85890474,-76.99767818&cbp=11,212.840479249701,,0,2.09",277928,400201.52,132343.38,38.85890474,-76.99767818,1,03SEP15:17:34:41,,,NL000317,5 - Other Subsidized Property,No,No,No,No
NL000319,Active,Yes,Yes,No,Wah Luck House,800 6th Street NW,Washington,DC,20001,152,152,152,03/31/1981,Washington Chinatown Associates Limited Ptnrshp,Limited dividend,"OP Property Management, LLC",Profit motivated,12/01/2005,12/01/2005,11/30/2016,11/30/2016,Ward 2,Yes,ANC 2C,PSA 102,Tract 58,Cluster 8,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",ZIP 20001,http://citizenatlas.dc.gov/mobilevideo/20040904/E4110522.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.90022874,-77.02018939&cbp=11,261.333680616224,,0,2.09",279939,398248.7,136930.85,38.90022874,-77.02018939,1,03FEB16:14:05:12,,DC398023019,NL000319,2 - Expiring Subsidy,No,No,No,No
NL000320,Active,Yes,No,No,Walbraff Apts,3025 15th Street NW,Washington,DC,20009,28,28,28,,Apples East Side Development Corporation / Joan Mckenzie,,,Individual,09/24/1999,11/01/1999,09/24/2014,10/01/2039,Ward 1,No,ANC 1A,PSA 302,Tract 28.02,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",ZIP 20009,http://citizenatlas.dc.gov/mobilevideo/20040912/DC104728.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.92781415,-77.03537445&cbp=11,61.7517603605646,,0,2.09",234364,396932.68,139993.46,38.92781415,-77.03537445,1,01MAR16:15:34:26,0000007834,,NL000320,5 - Other Subsidized Property,No,No,No,No
NL000322,Active,Yes,Yes,No,Totten Towers Apts (Warder Totten House),2633 16th Street NW,Washington,DC,20009,80,80,80,,Totten Towers Lp,,,Individual,01/01/2002,01/01/2002,01/01/2032,01/01/2032,Ward 1,No,ANC 1B,PSA 304,Tract 37,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",ZIP 20009,http://citizenatlas.dc.gov/mobilevideo/20040912/DC110716.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.92402658,-77.03603936&cbp=11,84.0878874463457,,0,2.09",235839,396874.86,139573.03,38.92402658,-77.03603936,1,03SEP15:17:34:41,,,NL000322,5 - Other Subsidized Property,No,No,No,No
NL000324,Inactive,No,No,No,Washington Apts,1204 5th Street NW,Washington,DC,20001,263,N,N,04/26/1977,Washington Apartments Ltd Partnership,Limited dividend,Edgewood Management Corporation,Profit motivated,N,N,N,N,Ward 6,No,ANC 6E,PSA 308,Tract 48.02,Cluster 7,"Shaw, Logan Circle",ZIP 20001,,"http://maps.google.com/maps?z=16&layer=c&cbll=38.90629237,-77.0195796&cbp=11,96.9052764704777,,0,2.09",296065,398301.74,137603.95,38.90629237,-77.0195796,1,03SEP15:17:34:41,,,NL000324,6 - Lost Rental,No,No,Yes,No
NL000325,Active,Yes,Yes,No,Greenway Gardens (WDC I) (Sr Management),305 37th Street SE,Washington,DC,20019,202,83,202,,Wdc I Lp,,,Individual,01/01/2003,01/01/2003,01/01/2033,01/01/2033,Ward 7,No,ANC 7F,PSA 603,Tract 77.03,Cluster 32,"River Terrace, Benning, Greenway, Dupont Park",ZIP 20019,http://citizenatlas.dc.gov/mobilevideo/20041011/QB113038.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.88541816,-76.95333673&cbp=11,260.070786217068,,0,2.09",41307,404048.58,135287.6,38.88541816,-76.95333673,1,03SEP15:17:34:41,,,NL000325,5 - Other Subsidized Property,No,No,No,No
NL000326,Active,Yes,Yes,No,Wesley House Apts (Union Wesley),3400 Commodore Joshua Barney Drive NE,Washington,DC,20018,127,127,127,,Union Wesley Housing Dev. Corp.,,,Individual,07/18/2006,03/01/2009,07/18/2026,02/01/2049,Ward 5,No,ANC 5C,PSA 503,Tract 90,Cluster 24,"Woodridge, Fort Lincoln, Gateway",ZIP 20018,,,306501,403847.76,139732.32,38.92545865,-76.95562644,1,01MAR16:15:34:26,0000001241,,NL000326,5 - Other Subsidized Property,No,No,No,No
NL000327,Active,Yes,Yes,No,Wheeler Creek,900 Varney Street SE,Washington,DC,20032,180,148,180,,Wheeler Creek Lp / Theo Rogers,,,Individual,08/01/2000,01/01/2001,08/01/2010,01/01/2031,Ward 8,No,ANC 8E,PSA 706,Tract 97,Cluster 39,"Congress Heights, Bellevue, Washington Highlands",ZIP 20032,http://citizenatlas.dc.gov/mobilevideo/20041018/OI081043.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.83552739,-76.99173058&cbp=11,320.224390549415,,0,2.09",278744,400717.97,129748.36,38.83552739,-76.99173058,1,03SEP15:17:34:41,,,NL000327,2 - Expiring Subsidy,No,No,No,No
NL000329,Active,Yes,Yes,No,Wheeler Terrace Apts,1217 Valley Avenue SE,Washington,DC,20032,113,113,113,11/20/2007,Wheeler Terrace Development LP,Profit motivated,Edgewood Management Corporation,Profit motivated,06/03/2004,06/03/2004,03/02/2030,03/02/2030,Ward 8,Yes,ANC 8E,PSA 706,Tract 97,Cluster 39,"Congress Heights, Bellevue, Washington Highlands",ZIP 20032,http://citizenatlas.dc.gov/mobilevideo/20041018/OI133621.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.83728504,-76.98966726&cbp=11,149.772185517865,,0,2.09",71378,400897.09,129943.49,38.83728504,-76.98966726,1,03FEB16:14:05:12,,DC390017002,NL000329,5 - Other Subsidized Property,No,No,No,No
NL000330,Active,Yes,Yes,No,Whitelaw Hotel Apts,1839 13th Street NW,Washington,DC,20009,35,35,35,,Manna Inc/Whitelaw Hotel Apts Lp / George Rothman,Non-profit controlled,,Individual,01/01/1993,01/01/1993,01/01/2023,01/01/2023,Ward 1,No,ANC 1B,PSA 305,Tract 44,Cluster 3,"Howard University, Le Droit Park, Cardozo/Shaw",ZIP 20009,http://citizenatlas.dc.gov/mobilevideo/20040818/QI125109.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.91532904,-77.02926796&cbp=11,173.343705566953,,0,2.09",240853,397461.73,138607.32,38.91532904,-77.02926796,1,03SEP15:17:34:41,,,NL000330,5 - Other Subsidized Property,No,No,No,No
NL000333,Active,Yes,No,No,Woodland Terrace,2313 Ainger Place SE,Washington,DC,20020,234,234,234,,Dcha,,,Individual,,,,,Ward 8,No,ANC 8B,PSA 702,Tract 75.02,Cluster 36,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",ZIP 20020,,"http://maps.google.com/maps?z=16&layer=c&cbll=38.85748948,-76.97298525&cbp=11,229.026684090155,,0,2.09",286837,402344.76,132186.62,38.85748948,-76.97298525,1,03SEP15:17:34:41,,,NL000333,5 - Other Subsidized Property,No,No,No,No
NL000334,Active,Yes,Yes,No,Woodley House,1421 Columbia Road NW,Washington,DC,20009,6,6,6,09/23/1983,Woodley Housing Corporation,Non-profit,Woodley Housing Corporation,Non-profit,11/01/1983,12/28/2008,10/01/2023,03/27/2034,Ward 1,Yes,ANC 1A,PSA 302,Tract 28.02,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",ZIP 20009,http://citizenatlas.dc.gov/mobilevideo/20040826/EQ093226.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.92774206,-77.03363217&cbp=11,347.533217351165,,0,2.09",226642,397083.75,139985.4,38.92774206,-77.03363217,1,03FEB16:14:05:12,,DC39T792004,NL000334,5 - Other Subsidized Property,No,No,No,No
NL000335,Active,Yes,Yes,No,Woodmont Crossing (Homes at Woodmont),2327 Good Hope Court SE,Washington,DC,20020,176,176,176,,Fort Stanton LP / Richard Knapp,,,Individual,01/01/2002,03/01/2002,03/01/2017,01/01/2032,Ward 8,No,ANC 8B,PSA 702,Tract 75.02,Cluster 36,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",ZIP 20020,http://citizenatlas.dc.gov/mobilevideo/20041012/MC122724.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.86221396,-76.97191756&cbp=11,218.369616656325,,0,2.09",289820,402434.48,132705.49,38.86216343,-76.97194972,1,01MAR16:15:34:26,0000003423,,NL000335,5 - Other Subsidized Property,No,No,No,No
NL000336,Active,Yes,No,No,"1430 Chapin Street, NW",1430 Chapin Street NW,Washington,DC,20009,11,11,11,,Development Corp. of Columbia  Hgts.,,,Individual,06/12/1997,06/12/1997,06/12/2012,06/12/2012,Ward 1,No,ANC 1B,PSA 304,Tract 37,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",ZIP 20009,http://citizenatlas.dc.gov/mobilevideo/20041003/M3082639.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.92129058,-77.033589&cbp=11,178.1601254083,,0,2.09",234166,397087.23,139269.23,38.92129058,-77.033589,1,03SEP15:17:34:41,,,NL000336,1 - At-Risk or Flagged for Follow-up,Yes,No,No,No
NL000337,Active,Yes,Yes,No,Augusta Louisa Apts,1151 New Jersey Avenue NW; 216 New York Avenue NW,Washington,DC,20001,26,6,26,,Northwest Church Family a Network,,,Individual,05/26/2005,05/26/2005,05/26/2015,05/26/2015,Ward 6,No,ANC 6E,PSA 103,Tract 47.01,Cluster 8,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",ZIP 20001,http://citizenatlas.dc.gov/mobilevideo/20041003/Q3091254.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.90526879,-77.01429947&cbp=11,155.267140698642,,0,2.09",293195,398758.15,137485.085,38.90522235,-77.01431734,2,03SEP15:17:34:41,,,NL000337,5 - Other Subsidized Property,No,No,No,No
NL000338,Active,Yes,Yes,No,Tap Program - Ridge Rd,Ridge Road SE And 37th Street SE,Washington,DC,20019,212,10,10,,,Individual,,Individual,05/06/2005,05/06/2005,05/06/2020,05/06/2020,Ward 7,No,ANC 7F,PSA 603,Tract 77.03,Cluster 32,"River Terrace, Benning, Greenway, Dupont Park",ZIP 20019,,,904238,404222.70999,135575.99001,38.88801527,-76.95132796,1,03SEP15:17:34:41,,,NL000338,5 - Other Subsidized Property,No,No,No,No
NL000339,Active,Yes,Yes,No,"1200 Irving Street, NW",1200 Irving Street NW,Washington,DC,20010,8,8,8,,,Individual,,Individual,05/06/2005,05/06/2005,05/06/2020,05/06/2020,Ward 1,No,ANC 1A,PSA 302,Tract 30,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",ZIP 20010,http://citizenatlas.dc.gov/mobilevideo/20040830/DU104035.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.92842567,-77.02793126&cbp=11,167.091647510287,,0,2.09",231470,397578.1,140061.12,38.92842567,-77.02793126,1,03SEP15:17:34:41,,,NL000339,5 - Other Subsidized Property,No,No,No,No
